"hhid","hhsize","adult","child","poly","boy","girl","otheradult","porl_hh","spouseabroad_hh","mealdata_hhmin","hh_kcal","hh_protein","hh_fat","hh_carb","hh_calcium","hh_iron","sampletype","AE_OECD","agehead","sexhead","maritalhead","abroadhead","lithead","noschoolhead","secondschoolhead","agworkhead","BMIhead","I_kcalhead","agespouse","sexspouse","abroadspouse","litspouse","noschoolspouse","secondschoolspouse","agworkspouse","BMIspouse","I_kcalspouse","nonfoodexp_hhwk","nonfoodexp_hhwk_pc","nonfoodexp_hhwk_AE_OECD","foodpurch_hhwk","foodprod_hhwk","foodother_hhwk","foodtot_hhwk","foodpurch_hhwk_pc","foodpurch_hhwk_AE_OECD","foodtot_hhwk_pc","foodtot_hhwk_AE_OECD","foodshare","totexp_hhwk","hhds","nofood","hungrynight","hungryday","dvcode","vcode","aeu","hhweightR2","popweightR2","hhsize_India_grp","hhsize_FAO_I","hhsize_FAO_age","hhsize_FAO_grp","hhsize_IOM_grp","hhsize_IOM_I"
4460,3,1,2,0,2,0,0,0,0,6,1588.91958488806,38988.108618682,22.9873360224408,236.13509421662,851.957424624961,23.5082051015373,3,1.6,32,2,2,0,1,0,0,0,24.246410910619,350.975029616053,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908.71153846154,636.23717948718,1192.94471153846,37,0,47,37,12.3333333333333,23.125,12.3333333333333,23.125,0.0190161795665023,1945.71153846154,9,0,0,0,30,82731604001,2.09999996423721,4702.14013671875,14106.419921875,2.75,1.63170022721634,1.74994678925856,1.74994678925856,1.77115853183193,1.66451987308032
4461,4,2,2,0,1,1,0,0,0,9,213118.002565134,6181.63381180124,1161.94245478261,31436.9154857802,1474.4365115942,1908.95700199434,3,2.1,31,1,2,0,1,0,0,1,23.4692880970232,62879.9944079302,28,2,0,1,0,1,0,24.3111111111111,62854.5237827756,1588.26923076923,397.067307692308,756.318681318681,225,146.1,233.213333333333,371.1,56.25,107.142857142857,92.775,176.714285714286,0.189397686853697,1959.36923076923,10,0,0,0,30,82739562701,2.97999995946884,4702.14013671875,18808.560546875,3.65,2.52415335674142,2.7409417106121,2.85158042878257,2.79577649066762,2.53496069437603
4462,3,3,0,0,0,0,2,0,0,4,986.687488627529,54.2820311813187,20.3828456632653,140.785964659844,588.193989807692,25.4428201714345,3,2,29,1,1,0,1,0,0,1,22.5539512339921,660.137549686929,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322.5,440.833333333333,661.25,55,533,278.8,588,18.3333333333333,27.5,196,294,0.307772834336561,1910.5,9,0,0,0,30,82739562701,2.31999999284744,4702.14013671875,14106.419921875,1.51,1.65369668385277,1.74930147961215,1.74930147961215,1.74146042550933,1.55736460347553
4463,4,3,1,0,0,1,1,0,0,0,383.959294738748,13.8000430367621,4.58770834630583,70.9569419492494,232.794013327745,7.89747157114004,3,2.3,43,1,2,0,0,1,0,0,NA,NA,35,2,0,1,0,0,1,21.6000189370029,77.028508492016,667.538461538462,166.884615384615,290.234113712375,167,20,0,187,41.75,72.6086956521739,46.75,81.304347826087,0.21883157799982,854.538461538462,8,0,0,0,30,82739562701,3.14999997615814,4702.14013671875,18808.560546875,2.31,1.9522619895631,2.14928553762225,2.07748789007082,1.98925554941856,1.76669088954903
4464,6,3,3,0,2,1,1,0,0,8,1836359.15167715,111.532371667405,43.8618837700146,160438.432247531,1866172.83153382,33189.0011820234,3,2.9,53,1,2,0,1,0,0,0,23.9463237451746,659.76550724257,48,2,0,1,0,0,0,31.2784222351398,340360.238534603,2286.34615384615,381.057692307692,788.395225464191,143,1165.45904761905,14,1308.45904761905,23.8333333333333,49.3103448275862,218.076507936508,451.192775041051,0.363986078323725,3594.8052014652,11,0,0,0,30,82739562701,4.85999989509583,4702.14013671875,28212.83984375,5.38,4.17245913822645,4.24812401102783,4.13059196750826,4.02489402406034,3.96417721184739
4465,3,2,1,0,1,0,0,1,0,3,11858.894756807,594.425616987269,246.821872157771,1036.76451366321,3543.44915678964,192.774733197316,3,1.8,41,1,2,0,1,0,0,0,14.5802708466382,11171.9457230655,38,2,0,0,1,0,1,16.5581410195027,483.802238654544,239.519230769231,79.8397435897436,133.066239316239,90,2.4,126.215645847845,92.4,30,50,30.8,51.3333333333333,0.278380977763358,331.919230769231,9,1,1,1,30,82739562701,2.27999994158745,4702.14013671875,14106.419921875,2.66,1.89801600980607,2.18250175904282,2.18250175904282,2.10325096823525,1.7840092522653
4466,5,3,2,0,1,1,1,0,0,9,12164.1506458599,448.210675590911,228308.577866136,2185.15882625405,31872.5539375577,23293.3726700282,3,2.6,43,1,2,0,0,1,0,1,19.2487231160799,1082.8182505941,38,2,0,0,1,0,0,18.5099372832263,1635.38815930939,893.384615384615,178.676923076923,343.609467455621,623,704.4,73.0557361401336,1327.4,124.6,239.615384615385,265.48,510.538461538462,0.597716676711627,2220.78461538462,10,0,0,0,30,82739562701,3.89999997615814,4702.14013671875,23510.701171875,4.29,2.63703696584979,3.7780715294046,3.7293064586961,3.6223133681981,2.47217671093596
4467,2,2,0,0,0,0,0,0,0,7,567937.869915316,52177.0406143101,19.15749610675,46.9931867455713,233.197630686186,11.3853401766664,3,1.5,29,1,2,0,0,1,0,0,23.7350216023374,288730.99103698,23,2,0,1,0,0,0,29.6350283498574,279206.878878336,579.653846153846,289.826923076923,386.435897435897,463,0,127.0125,463,231.5,308.666666666667,231.5,308.666666666667,0.444059168541813,1042.65384615385,10,0,0,0,30,82739562701,1.84999996423721,4702.14013671875,9404.2802734375,2,1.67232177806817,1.64577352675106,1.64577352675106,1.66499110135827,1.58283928538848
4468,2,2,0,0,0,0,0,0,0,9,528.012385788185,36.3432507435251,18.1715665024637,359.595019622033,732.274029157096,8.89340518624148,3,1.5,30,1,2,0,1,0,0,1,18.2615047479912,293.852739590143,27,2,0,1,0,0,0,17.1037474887279,234.159646198042,1011.53846153846,505.769230769231,674.358974358974,355,197.644736842105,240,552.644736842105,177.5,236.666666666667,276.322368421053,368.429824561403,0.35331202727038,1564.18319838057,10,0,0,0,30,82739562701,1.84999996423721,4702.14013671875,9404.2802734375,2,1.56127284402129,1.77780846250113,1.77780846250113,1.82283531127001,1.6026505233861
4469,4,2,2,0,2,0,0,0,0,7,1190.19955152756,40.0035790712074,983.605476603273,228.271924432866,246.061033931889,16.723662380237,3,2.1,35,2,2,0,0,1,0,1,17.7593133674215,36.2608208182136,38,1,0,0,1,0,1,16.0794331424226,109.688982975096,1924.46153846154,481.115384615385,916.410256410256,40,28,30,68,10,19.047619047619,17,32.3809523809524,0.0341286387151571,1992.46153846154,7,0,0,0,30,82739562701,3.37999993562698,4702.14013671875,18808.560546875,4,2.51645772280696,3.56783994963446,3.65978821782226,3.56206181777771,2.36943321308142
4470,4,2,2,0,2,0,0,1,0,8,897.893157890323,47.3683761847499,30.4814818544088,104.987550335985,557359.676501557,12.2339948936579,3,2.1,33,1,2,0,0,1,0,1,20.6652990230142,257.726343751194,26,2,0,1,0,0,0,20.3028549382716,192.685835591156,635.288461538462,158.822115384615,302.518315018315,343,3.6,124.5,346.6,85.75,163.333333333333,86.65,165.047619047619,0.352993250839238,981.888461538462,10,0,0,0,30,82739562701,2.84999993443489,4702.14013671875,18808.560546875,3.58,2.44040342309225,2.75910639462118,2.72256096514224,2.67779466612263,2.38048791990725
4471,4,2,2,0,0,2,0,0,0,5,21848.6533062201,818.426034234528,148.626461661238,4044.41903455282,2465.80478016287,253.574864053288,3,2.1,48,1,2,0,0,1,0,1,17.5390625,21638.6906434315,38,2,0,1,0,0,1,26.3693116726471,67.1392235661213,837.923076923077,209.480769230769,399.010989010989,197,661.324080400677,0,858.324080400677,49.25,93.8095238095238,214.581020100169,408.725752571751,0.506013570425016,1696.24715732375,10,0,0,0,30,82739562701,2.9899999499321,4702.14013671875,18808.560546875,3.75,2.26124595350433,3.10279199722219,3.07942050801591,2.95958439611147,2.12239003086742
4472,6,5,1,0,0,1,3,1,0,7,1662.40353077729,90.7463525652849,37.8063888288259,236.795439918847,637.338087322186,24.8970360585623,3,3.3,77,1,2,0,0,1,0,1,17.6626122339486,176.534583340009,63,2,0,0,1,0,0,18.2267270184537,165.169803173046,812.307692307692,135.384615384615,246.153846153846,465,874.481578947368,83.0756458478446,1339.48157894737,77.5,140.909090909091,223.246929824561,405.90350877193,0.622496634238769,2151.78927125506,10,0,0,0,30,82739562701,4.56999996304512,4702.14013671875,28212.83984375,4.92,4.32330712758555,4.94744781814447,4.94744781814447,4.96493436899259,4.12617730340471
4473,3,2,1,0,1,0,0,1,0,7,4183.6922196693,243.620725390261,134.274008722964,123118.133822249,1546.06800487705,62.7878165632777,3,1.8,38,1,2,0,1,0,0,0,29.7539643589228,649.36940874934,31,2,0,1,0,1,0,29.800568817856,1805.28665466398,3946.73076923077,1315.57692307692,2192.62820512821,220,0,1129.83461538462,220,73.3333333333333,122.222222222222,73.3333333333333,122.222222222222,0.0527991877048045,4166.73076923077,11,0,0,0,30,82739562701,2.5699999332428,4702.14013671875,14106.419921875,3.2,1.65631410498462,2.24175459108217,2.19019355386055,2.27647310586647,1.67112053852954
4474,3,2,1,0,1,0,0,0,0,7,213.057451217781,17.154584279476,6.07313125389894,21.8356287606828,139.101466521106,5.63677015874468,3,1.8,27,1,2,0,1,0,0,0,20.4835969196191,97.3098935850443,22,2,0,1,0,0,1,25.8711287140038,99.3585229236768,1486.73076923077,495.576923076923,825.961538461538,301,20,193.4,321,100.333333333333,167.222222222222,107,178.333333333333,0.177570689985319,1807.73076923077,7,0,0,0,30,82739562701,2.37999993562698,4702.14013671875,14106.419921875,2.72,2.14847451953846,2.34066685243227,2.37408014400957,2.35543621589614,2.09406385293771
4475,5,2,3,0,1,2,0,0,0,9,1743.3820438158,42.9281622185193,14.7669861285818,364.555295337031,501.657121434479,22.6061305429719,3,2.4,43,1,2,0,0,1,0,0,15.9628357882987,175.59455873206,38,2,0,0,0,0,0,19.2010135263962,35.8459190490451,421.25,84.25,175.520833333333,190,0,31.0384615384615,190,38,79.1666666666667,38,79.1666666666667,0.310838445807771,611.25,7,0,0,0,30,82739562701,3.70999991893768,4702.14013671875,23510.701171875,4.4,2.79605695646453,3.42425904509347,3.38587468911934,3.24475607438037,2.72588435812845
4476,2,2,0,0,0,0,0,0,0,8,131.398817567568,9.33914901061776,2.99810752895753,15.1912892127284,288.720998310811,7.92852168506539,3,1.5,33,1,2,0,1,0,0,1,17.8342645581642,70.3084459459459,25,2,0,1,0,0,1,24.8491155046826,61.0903716216216,609.461538461538,304.730769230769,406.307692307692,20,375.5,15.8,395.5,10,13.3333333333333,197.75,263.666666666667,0.393547399441234,1004.96153846154,6,0,0,0,30,82739562701,1.84999996423721,4702.14013671875,9404.2802734375,2,1.92387520128311,2.05113780323115,2.05113780323115,1.99437624419266,1.81347880597312
4477,3,1,2,0,1,1,0,0,0,0,488854.648006701,572.913614166523,22891.1630611213,565.743404523894,441890.059334252,182.513996778138,3,1.6,43,2,2,0,1,0,1,0,21.4374506027425,258209.570412526,NA,NA,NA,NA,NA,NA,NA,NA,NA,4973.65384615385,1657.88461538462,3108.53365384615,555,0,169.7,555,185,346.875,185,346.875,0.1003861003861,5528.65384615385,11,0,0,0,30,82739562701,2.02999997138977,4702.14013671875,14106.419921875,1.4,0.930710303826229,1.04958858206503,1.04958858206503,1.07499805108965,0.951936400835295
4479.1,5,NA,NA,NA,NA,NA,NA,0,0,0,354888.880719066,30596.7550191216,16978.4347684449,23744.4616509416,1678.17725409079,91.4506394689213,3,NA,63,1,2,0,1,0,0,0,23.046875,203760.653158666,53,2,0,0,1,0,1,21.5555555555556,151128.2275604,612.288461538462,122.457692307692,NA,36,326.383850931677,60.7916666666667,362.383850931677,7.2,NA,72.4767701863354,NA,0.371800702959621,974.672312470139,9,0,0,0,30,82739562701,1.50999999046326,4702.14013671875,9404.2802734375,1.44,1.72285497613979,1.85167057005851,1.85167057005851,1.85135442137266,1.64329002605735
4480,4,2,2,0,1,1,0,0,0,10,1659.24579537781,89.806748668411,48.1711965450419,202.020997218583,1282.43814525902,20.1807251770255,3,2.1,45,1,2,0,1,0,1,0,25.4354307865331,456.320612145911,33,2,0,1,0,1,0,30.3254437869822,253.324331146969,1888.26923076923,472.067307692308,899.175824175824,441,4.24,0,445.24,110.25,210,111.31,212.019047619048,0.190802759264521,2333.50923076923,11,0,0,0,30,82739562701,3.13999992609024,4702.14013671875,18808.560546875,3.62,2.68122252807156,2.71569413597665,2.82097378989167,2.74702850385055,2.61636635832417
4481,5,NA,NA,NA,NA,NA,NA,1,0,0,370109.950029094,94329.1732577876,2556.73987354964,42726.2013952032,49070.4611523326,5020.74322549643,3,NA,45,2,3,0,1,0,0,1,28.8639980097419,99838.2289698033,NA,NA,NA,NA,NA,NA,NA,NA,NA,8056.23076923077,1611.24615384615,NA,342,222.570645847845,0,564.570645847845,68.4,NA,112.914129169569,NA,0.0654893459047039,8620.80141507861,11,0,0,0,20,84078331403,2.60999995470047,4782.97021484375,14348.91015625,2.85,1.70174138963861,1.72569260087846,1.72569260087846,1.71661369279533,1.63626095096873
4483,8,NA,NA,0,NA,NA,NA,0,0,0,4770507.09229828,235216.711849784,45547.451625961,764578.72442881,2092972.47255838,80218.7847675223,3,NA,48,1,2,0,1,0,0,0,22.99505704543,NA,39,2,0,1,0,0,1,20.7820841286529,963416.812489865,2965.76923076923,370.721153846154,NA,465,440.015,25,905.015,58.125,NA,113.126875,NA,0.233806625749364,3870.78423076923,11,0,0,0,20,84078331403,5.33999991416931,4782.97021484375,33480.79296875,4.82,3.88880935184843,4.36444446872672,4.33668385460246,4.01827273466125,3.68320629920999
4485,3,2,1,0,1,0,0,0,0,0,43505.3068583615,45969.8930575092,557.32792051282,424.846338960684,19192.9653017094,26.9811306868726,3,1.8,57,1,2,0,0,1,0,1,NA,NA,47,2,0,0,1,0,0,19.105098855359,22353.1087192391,1126.57692307692,375.525641025641,625.876068376068,325,277.48,0,602.48,108.333333333333,180.555555555556,200.826666666667,334.711111111111,0.348444283099635,1729.05692307692,11,0,0,0,20,84078331403,2.5699999332428,4782.97021484375,14348.91015625,1.71,1.0608890629349,1.29467876265268,1.29467876265268,1.30283645241922,1.04210022541014
4486,7,NA,NA,0,NA,NA,NA,1,0,0,3856566.2920211,208059.049116725,41557.8167329557,662132.0067609,1717927.43078645,54765.4338427222,3,NA,37,1,2,0,1,0,1,0,22.4490257085798,NA,25,2,0,1,0,0,0,21.796926326389,1334843.61127995,5920.28846153846,845.755494505494,NA,1290,0,0,1290,184.285714285714,NA,184.285714285714,NA,0.178911011241949,7210.28846153846,12,0,0,0,20,84078331403,3.63999998569489,4782.97021484375,28697.8203125,2.4,1.60477080693831,1.82234822966192,1.82234822966192,1.82640010548996,1.56429682816914
4487,4,2,2,0,1,1,1,1,0,0,60686.267480316,65045.578099607,36611.3521535054,13012.3221765718,27334.2803444165,5356.43352491779,3,2.1,53,2,3,0,0,1,0,1,24.140911526906,31012.55690926,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.384615384615,127.596153846154,243.040293040293,185,216.733333333333,0,401.733333333333,46.25,88.0952380952381,100.433333333333,191.301587301587,0.440440114020341,912.117948717949,11,1,1,1,20,84078331403,2.36999997496605,4782.97021484375,19131.880859375,2.53,2.16842515840721,2.3225931923465,2.3788569227793,2.24900705090886,2.05022216914552
4489,6,2,4,0,1,3,0,0,0,10,8131242.82792061,302815.60289614,164449.188562685,1189508.27612403,2770654.22607345,118902.974567812,3,2.7,35,1,2,0,1,0,0,0,21.0157410860698,1983037.48337041,33,2,0,1,0,0,1,21.2077762434106,1504975.81488064,1122.32692307692,187.054487179487,415.676638176638,225,273.8,35,498.8,37.5,83.3333333333333,83.1333333333333,184.740740740741,0.307687197652156,1621.12692307692,11,0,0,0,20,84078331403,4.06999996304512,4782.97021484375,28697.8203125,5.11,3.48937382967589,3.91452726062923,3.99364925557574,3.92294449669183,3.47332731907892
4490,6,NA,NA,0,NA,NA,NA,0,0,0,1025484.33082677,82794.0428232201,48689.8120045098,29353.3632496998,39396.4023332949,17295.5619714086,3,NA,41,1,2,0,1,0,1,0,26.8817092265945,265299.54349948,28,2,0,1,0,1,1,23.8131297513646,193994.057260365,8600.15384615385,1433.35897435897,NA,260,454.440476190476,0,714.440476190476,43.3333333333333,NA,119.073412698413,NA,0.0767011907836544,9314.59432234432,10,0,0,0,20,84078331403,3.31999996304512,4782.97021484375,23914.8515625,3.9,2.58978345994936,2.8914528182556,2.85490738877667,3.16291315605713,2.70038174824723
4493,9,NA,NA,0,NA,NA,NA,0,0,0,1236896.35452449,138132.151298727,56860.7925417875,92105.0508761366,1546289.81041965,30995.9088631236,3,NA,63,1,2,0,0,1,0,0,20.9085691889925,269030.859235568,50,2,0,0,1,0,1,21.7834047199127,258193.722127245,5057.11538461538,561.901709401709,NA,780,364.4,0,1144.4,86.6666666666667,NA,127.155555555556,NA,0.184535541561182,6201.51538461538,12,0,0,0,20,84078331403,6.33999991416931,4782.97021484375,38263.76171875,7.09,5.18720541802239,5.70498996490286,5.81562868307333,5.86178219309638,5.15018075504934
4494,6,3,3,0,1,2,1,0,0,0,3153580.9437947,231961.567903489,32922.4954349458,311044.379518103,2523236.77702377,60930.8683420938,3,2.9,61,1,2,0,1,0,0,0,20.6239800096843,727786.993519926,46,2,0,0,1,0,1,18.7352902070552,610923.777577272,9747.5,1624.58333333333,3361.20689655172,498,466.075,4,964.075,83,171.724137931034,160.679166666667,332.439655172414,0.0900031041186754,10711.575,11,0,0,0,20,84078331403,4.75999993085861,4782.97021484375,28697.8203125,4,3.7461516881831,3.95242691426996,3.83489487075039,3.66992763322668,3.49914123545989
4495,6,4,2,0,1,1,2,0,0,15,2593570.05891449,147345.517746307,2670.72627345748,366832.576996172,280301.25981405,56561.4433325826,3,3.1,33,1,2,0,1,0,0,0,19.2600430682409,529181.594636392,29,2,0,1,0,0,1,33.982577251808,414253.952612683,1215,202.5,391.935483870968,452,125,0,577,75.3333333333333,145.806451612903,96.1666666666667,186.129032258065,0.321986607142857,1792,11,0,0,0,20,84078331403,4.53999996185303,4782.97021484375,28697.8203125,5.1,4.14409268620408,4.26093839717957,4.34714800538146,4.30984709264042,3.95118209490447
4497,5,3,2,0,1,1,2,0,0,8,4461.93411952398,186.731579296981,112.081905277627,95764.3382887644,2094.14779955611,59.6840984478973,3,2.6,48,2,3,0,0,1,0,1,26.3146652996711,913.863364318279,NA,NA,NA,NA,NA,NA,NA,NA,NA,1642,328.4,631.538461538462,737,197.8,16,934.8,147.4,283.461538461538,186.96,359.538461538461,0.362775535547966,2576.8,12,0,0,0,20,84078331403,4.3199999332428,4782.97021484375,23914.8515625,4.6,2.67608233727216,4.36159472854941,4.14751527103542,4.12676674943316,2.47985737293519
4498,5,3,2,0,0,2,1,0,0,0,716065.125514936,63411.3059676932,35311.0168883543,62599.3673095076,869.993968898493,12940.2251224473,3,2.6,46,1,2,0,1,0,0,0,23.8476358443002,364132.156053305,41,2,0,0,1,0,1,23.4127767643814,351932.969461631,2546.23076923077,509.246153846154,979.319526627219,445,99.1,0,544.1,89,171.153846153846,108.82,209.269230769231,0.176065295474968,3090.33076923077,12,0,0,0,20,84078331403,1.85999995470047,4782.97021484375,9565.9404296875,1.63,1.62572056090177,1.69359878316233,1.69359878316233,1.66603159059282,1.5006472638128
4499,5,NA,NA,0,NA,NA,NA,0,0,0,37906.5826951738,527.595922700096,34430.4114298266,2063.6937131501,282618.788044053,44455.0137733783,3,NA,68,1,2,0,0,1,0,0,21.9535584500337,10107.3747122452,58,2,0,0,1,0,1,26.1351138641042,9589.24530485802,1825.11538461538,365.023076923077,NA,357,163.333333333333,18.64,520.333333333333,71.4,NA,104.066666666667,NA,0.221848096422422,2345.44871794872,11,0,0,0,20,84078331403,3.35999995470047,4782.97021484375,19131.880859375,3.44,2.75062963435509,3.03273091380007,3.03273091380007,3.09085243514275,2.77116693022569
4500,7,6,1,0,1,0,4,0,0,11,7507543.28577021,269542.524639523,57828.4187254793,1209159.97437077,1212700.39492351,97275.8851804929,3,3.8,68,1,2,0,1,0,0,1,22.5582848688909,1057711.58309417,60,2,0,1,0,0,1,32.8897505618861,1038577.63026405,11869.9615384615,1695.70879120879,3123.67408906883,650,0,0,650,92.8571428571429,171.052631578947,92.8571428571429,171.052631578947,0.0519170923970644,12519.9615384615,12,0,0,0,20,84078331403,6.11999994516373,4782.97021484375,33480.79296875,6.08,5.55266666606562,5.86624502989372,5.8402743761672,6.04471242874037,5.53108084478215
4501,3,2,1,0,0,1,0,0,0,5,695.226698852772,17.6721311883117,24.2954024090909,93.5043590560606,210.54652881645,7.95792484826008,3,1.8,73,1,2,0,0,1,0,1,24.5217772984458,147.957454827916,68,2,0,0,1,0,1,15.2415790275873,134.119507409178,596.730769230769,198.910256410256,331.517094017094,148,7.2,23.75,155.2,49.3333333333333,82.2222222222222,51.7333333333333,86.2222222222222,0.206401980542399,751.930769230769,9,0,0,0,55,85036320001,1.93000000715256,6522.58984375,19567.76953125,2.14,2.06275092938331,2.33599657859539,2.3797704311952,2.37494180968351,2.06864293938806
4502,2,2,0,0,0,0,0,1,0,7,918.764609921627,45.9932921703297,34.6058682692308,102.229225765435,633.937946886447,13.9905610226846,3,1.5,46,1,2,0,0,1,0,1,25.7303588875351,472.608616382661,30,2,0,1,0,0,0,21.5884784368135,446.155993538966,538.923076923077,269.461538461538,359.282051282051,18,0,5,18,9,12,9,12,0.0323204419889503,556.923076923077,10,0,0,0,55,85036320001,1.85999995470047,6522.58984375,13045.1796875,2.12,1.90759591973904,2.06137178757248,1.99876195666051,2.05886676585376,1.7869989029708
4503,3,2,1,0,0,1,0,0,0,12,369145.918112428,21902.3912495584,30.4633454545455,42622.9935364278,426270.040154709,9370.65066916214,3,1.8,58,1,2,0,0,1,0,1,17.1717584334515,157593.897929732,51,2,0,0,1,0,0,19.1024094734245,109595.623681262,476.615384615385,158.871794871795,264.786324786325,240,1.2,80.8695652173913,241.2,80,133.333333333333,80.4,134,0.336019546487205,717.815384615385,9,0,0,0,55,85036320001,2.49999994039536,6522.58984375,19567.76953125,2.47,2.07983126604321,2.38573423837343,2.38573423837343,2.18443258843492,1.89545928369666
4504,4,2,2,0,1,1,0,0,0,7,1540.08623482943,86.3343984868421,31.3505010526316,137846.124742796,704876.079836671,15400.7830440404,3,2.1,39,1,2,0,1,0,0,0,25.8686908136604,522.72590331589,28,2,0,1,0,0,1,26.11494816927,507.577875845605,820.384615384615,205.096153846154,390.659340659341,145,384.4,0,529.4,36.25,69.0476190476191,132.35,252.095238095238,0.392210723078326,1349.78461538462,10,0,0,0,55,85036320001,2.85999995470047,6522.58984375,26090.359375,3.41,2.44811582218926,2.53488824444341,2.49834281496447,2.64325584598466,2.49844732153372
4505,3,3,0,0,0,0,1,0,0,8,868901.040965023,64312.5024113905,2896.66180441411,145961.828054701,228192.888983771,10190.2802475758,3,2,30,1,2,0,0,1,0,1,19.9289747319242,305576.841424516,22,2,0,1,0,0,0,18.2919712675997,312532.605356152,658.692307692308,219.564102564103,329.346153846154,160,526.413333333333,0,686.413333333333,53.3333333333333,80,228.804444444444,343.206666666667,0.510304404648801,1345.10564102564,11,0,0,0,55,85036320001,2.67999994754791,6522.58984375,19567.76953125,2.64,2.0522648393683,2.40470801032386,2.40470801032386,2.4064515268676,1.99032246023808
4506,4,2,2,0,1,1,0,1,0,0,68.8,1.16366233766234,1.99741818181818,11.3403454545455,16.6402233766234,0.426942857142857,3,2.1,25,1,2,0,0,1,0,1,NA,NA,21,2,0,1,0,0,0,18.0563020693362,0,387.769230769231,96.9423076923077,184.652014652015,70,0,0,70,17.5,33.3333333333333,17.5,33.3333333333333,0.152915476390523,457.769230769231,10,0,0,0,55,85036320001,2.69999995827675,6522.58984375,26090.359375,1.08,0.550540949859554,0.656371887531186,0.656371887531186,0.799974839650291,0.652591015772076
4507,5,4,1,0,0,1,2,1,0,0,718282.650911988,56454.83246889,48342.0633113721,26117.8156142364,724.400324358133,8977.79179680904,3,2.8,32,1,2,0,1,0,0,1,23.8058367428997,255323.849092189,25,2,0,1,0,0,0,17.874950999771,128073.34856585,914.384615384615,182.876923076923,326.565934065934,90,687,0,777,18,32.1428571428571,155.4,277.5,0.459386938329998,1691.38461538462,11,0,0,0,55,85036320001,3.61999997496605,6522.58984375,32612.94921875,3.38,3.11388076107781,3.48883127627125,3.39480820839653,3.5279139759264,3.15074039154024
4508,4,3,1,0,0,1,1,0,0,0,518103.56247749,50.163819864886,22619.097731831,60867.4676507718,664.494324942206,184.760459158728,3,2.3,61,1,2,0,1,0,0,1,26.2450621761802,194156.887310403,53,2,0,0,1,0,1,24.0788816067696,194262.095931992,1652.19230769231,413.048076923077,718.344481605351,245,1338.00476190476,0,1583.00476190476,61.25,106.521739130435,395.75119047619,688.262939958592,0.489307058534743,3235.19706959707,10,0,0,0,55,85036320001,3.2399999499321,6522.58984375,26090.359375,2.44,2.8158532024244,3.03755888187932,3.03755888187932,3.00919863128441,2.66273433283408
4509.1,8,NA,NA,NA,NA,NA,NA,0,0,0,921663.232419965,79704.4929050044,44466.4954716322,89.4525083820993,2206.01937775967,19458.474769057,3,NA,63,1,2,0,1,0,0,1,26.6932809596757,270698.042647532,35,2,0,0,1,0,0,24.145728399375,147223.315444067,1087.17307692308,135.896634615385,NA,160,907.733333333333,0,1067.73333333333,20,NA,133.466666666667,NA,0.495489422766293,2154.90641025641,9,0,0,0,55,85036320001,3.33999997377396,6522.58984375,32612.94921875,4.4,2.80567407813167,3.44309937428614,3.55205399231491,3.4129312640052,2.76954752836701
4510,5,2,3,0,1,2,0,1,0,0,472.80442632534,18.7596549148304,6.63417609460603,42975.8941672468,192.133475924394,7.2491405634424,3,2.4,33,1,2,0,0,1,0,1,20.1768141700579,137.052798041675,25,2,0,1,0,0,0,16.5561110566502,110.696490725969,533.980769230769,106.796153846154,222.491987179487,60,325.6,500,385.6,12,25,77.12,160.666666666667,0.419321513565964,919.580769230769,8,0,0,0,55,85036320001,2.67999997735023,6522.58984375,26090.359375,2.89,2.012241880329,2.30926008963983,2.36552382007263,2.32840687277016,2.04837893319135
4511,3,3,0,0,0,0,2,1,0,0,787.465922569019,25819.6571247469,13079.4439988602,84.171826213161,383.305408853918,12.2546872258652,3,2,58,2,2,0,1,0,0,0,25.4746585044832,330.290498998597,NA,NA,NA,NA,NA,NA,NA,NA,NA,3804.42307692308,1268.14102564103,1902.21153846154,210,500,30.0433333333333,710,70,105,236.666666666667,355,0.15727369542066,4514.42307692308,11,0,0,0,55,85036320001,2.67999994754791,6522.58984375,19567.76953125,1.64,1.45099754804205,1.63490461287041,1.63490461287041,1.58361621559759,1.39477208032496
4512,3,3,0,0,0,0,1,0,0,9,479557.86927113,29194.2909073988,28.6373666591248,129376.562106586,568379.181348743,12497.3273512127,3,2,28,1,2,0,1,0,0,0,18.9790313467687,170388.376113502,21,2,0,1,0,1,0,18.2302179759371,161862.811045657,6698.92307692308,2232.97435897436,3349.46153846154,588,31.5859267734554,22.6156458478446,619.585926773455,196,294,206.528642257818,309.792963386728,0.0846601304255425,7318.50900369653,12,0,0,0,55,85036320001,2.45999997854233,6522.58984375,19567.76953125,2.5,1.62525971176736,2.03130344776929,2.03130344776929,2.09186037508646,1.6394018175455
