"hhid","hhsize","adult","child","poly","boy","girl","otheradult","porl_hh","spouseabroad_hh","mealdata_hhmin","hh_kcal","hh_protein","hh_fat","hh_carb","hh_calcium","hh_iron","sampletype","AE_OECD","agehead","sexhead","maritalhead","abroadhead","lithead","noschoolhead","secondschoolhead","agworkhead","BMIhead","I_kcalhead","agespouse","sexspouse","abroadspouse","litspouse","noschoolspouse","secondschoolspouse","agworkspouse","BMIspouse","I_kcalspouse","nonfoodexp_hhwk","nonfoodexp_hhwk_pc","nonfoodexp_hhwk_AE_OECD","foodpurch_hhwk","foodprod_hhwk","foodother_hhwk","foodtot_hhwk","foodpurch_hhwk_pc","foodpurch_hhwk_AE_OECD","foodtot_hhwk_pc","foodtot_hhwk_AE_OECD","foodshare","totexp_hhwk","hhds","nofood","hungrynight","hungryday","nonag_income","""hhid""","purchase_val","curr_val","ag_purchase_val","ag_curr_val","anysaving_pastyr","anysaving_curr","total_saving","anyloan","anyloan_curr","total_loan","market_val","area_planted","agsales","store_capacity_kg","nmo_anygrain","profit_12mon","hh_lat","treated_drinkwater","negshock_no","negshock_val","posshock_no","posshock_val","prog_ct","cash_received","inkind_val","tot_othinc","visit_sixmo","health_org","num_visited_sixmo","any_advice","advice1","advice2","advice3","advice4","any_grpdiscuss","discuss_topics1","discuss_topics2","discuss_topics3","discuss_topics4","dvcode","vcode","aeu","hhweightR1","popweightR1","hhsize_India_grp","hhsize_FAO_sample","hhsize_FAO_age","hhsize_FAO_grp","hhsize_IOM_grp","hhsize_IOM_sample"
4678,4,2,2,0,1,1,0,0,0,11,6096.90423660792,291.552617870616,149.736383482108,1046.09429691689,3441.2541662767,64.5678133852944,2,2.1,45,1,2,0,1,0,1,1,19.8176689158816,2090.70539629422,32,2,0,1,0,0,0,24.260907054255,1799.87684359892,569.5,142.375,271.190476190476,739,25.5,0,764.5,184.75,351.904761904762,191.125,364.047619047619,0.573088455772114,1334,8,0,0,0,2400,NA,NA,NA,NA,NA,1,0,0,1,1,47000,91000,48,8000,800,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87431301,2.91999992728233,5917.39990234375,23669.599609375,3.42,2.51750421825362,2.70873864069259,2.70873864069259,2.61852707492607,2.45558574984206
4679,2,2,0,0,0,0,0,0,0,9,4038.26900696667,195.869387006925,216.702601937065,678.995042641931,2001.99592181595,163.131536949334,2,1.5,67,1,2,0,1,0,0,1,19.8339059229567,2582.60334360869,57,2,0,1,0,0,1,19.8236922779437,1455.66566335798,262.307692307692,131.153846153846,174.871794871795,570,390.057142857143,0,960.057142857143,285,380,480.028571428571,640.038095238095,0.785409654497857,1222.36483516484,7,0,0,0,1700,NA,NA,NA,NA,NA,1,0,0,1,0,0,445000,62,700,1000,12,0,1,0,NA,NA,NA,NA,1,2700,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87431301,1.50999999046326,5917.39990234375,11834.7998046875,1.44,1.69810045649399,1.85167057005851,1.85167057005851,1.85135442137266,1.6337974946769
4680,3,2,1,0,1,0,0,0,0,5,3161.64651247743,151.466628759488,171.506098288061,528.725577824216,1319.33731229494,129.322999210556,2,1.8,40,1,2,0,1,0,0,0,22.1746542072366,1333.36670924923,28,2,0,1,0,0,1,19.5186806496132,926.477854624613,654.846153846154,218.282051282051,363.803418803419,351,46.05,0,397.05,117,195,132.35,220.583333333333,0.377461214729445,1051.89615384615,4,1,1,1,900,NA,NA,NA,NA,NA,0,0,0,1,1,50100,450000,NA,0,200,12,800,1,0,NA,NA,NA,NA,1,0,300,18000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87431301,2.54999995231628,5917.39990234375,17752.19921875,2.98,2.01965817931866,2.32620679688878,2.37603276758965,2.37722895135354,2.03550665244384
4681,6,4,2,0,1,1,2,0,0,9,12445.4924207428,645.274713966428,616.379831870637,2045.47405571748,6522.65874591035,459.521136722797,2,3.1,70,1,2,0,1,0,0,0,17.8704021670989,1957.5615114185,60,2,0,0,1,0,1,19.8548224315724,2401.80965448657,1282.26923076923,213.711538461538,413.63523573201,2322.69999980927,12,0,2334.69999980927,387.116666634878,749.258064454602,389.116666634878,753.129032196537,0.645485170310905,3616.9692305785,11,0,0,0,5700,NA,NA,NA,NA,NA,1,0,0,1,0,0,620000,NA,750,2400,12,30083,1,0,2,312000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,4.25999996066093,5917.39990234375,35504.3984375,4.55,3.71320416005299,4.21557777837642,4.23832278820329,4.18712681518193,3.70758220871273
4682,3,2,1,0,1,0,0,1,0,0,4821.92028746406,256.56796955099,250.700864107468,726.64430698634,2685.57403096825,163.018495036367,2,1.8,32,1,2,0,0,1,0,0,20.703125,2813.88155667954,23,2,0,1,0,0,0,21.8721784619261,2008.03873078452,470.153846153846,156.717948717949,261.196581196581,819,0,0,819,273,455,273,455,0.635300435586849,1289.15384615385,10,0,0,0,3300,NA,NA,NA,NA,NA,1,0,0,0,0,0,20000,NA,NA,160,12,0,1,1,2,8000,NA,NA,2,150,250,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,2.09999996423721,5917.39990234375,17752.19921875,2.17,1.77124231835376,1.94370703606246,1.94370703606246,1.88172391818889,1.68531714222768
4683,3,3,0,0,0,0,2,0,0,8,6967.08939692403,348.312939052927,363.039452466493,1152.04146455324,3683.94678519754,268.747390249491,2,2,23,1,1,0,1,0,0,1,16.784996218033,2986.25790297211,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.076923076923,115.358974358974,173.038461538462,871.5,8.15,0,879.65,290.5,435.75,293.216666666667,439.825,0.717655770986761,1225.72692307692,9,0,0,0,4000,NA,NA,NA,NA,NA,1,0,0,1,0,0,90000,NA,0,1200,12,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,2.88999992609024,5917.39990234375,17752.19921875,2.58,2.52621727872167,3.0504930951028,3.0504930951028,2.89605330228346,2.30231022855841
4684,3,3,0,0,0,0,1,0,0,12,6847.77482140994,369.678347200947,363.690138064816,1092.89779338171,3827.38440698347,264.486999435521,2,2,60,1,2,0,0,1,0,1,18.0239090419513,2604.01344609353,50,2,0,0,1,0,1,24.9658232722215,2304.29735432487,551.076923076923,183.692307692308,275.538461538462,952.5,20,0,972.5,317.5,476.25,324.166666666667,486.25,0.63830055789766,1523.57692307692,11,0,0,0,5500,NA,NA,NA,NA,NA,1,1,1000,1,1,8000,100000,NA,0,400,12,20000,1,1,1,5000,NA,NA,1,1800,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,2.12000000476837,5917.39990234375,17752.19921875,1.94,2.17360341990616,2.41508373784986,2.41508373784986,2.45674701484987,2.07186873851747
4685,5,4,1,0,1,0,3,0,0,5,13149.8568302701,624.948689411431,646.085993514638,2272.43558789167,5404.42198840218,529.378523168012,2,2.8,60,1,3,0,1,0,0,1,18.7676905925046,3382.4656309243,NA,NA,NA,NA,NA,NA,NA,NA,NA,846.846153846154,169.369230769231,302.445054945055,1318.5,2.8875,17.8,1321.3875,263.7,470.892857142857,264.2775,471.924107142857,0.609430398636252,2168.23365384615,12,0,0,0,5800,NA,NA,NA,NA,NA,1,0,0,1,1,10000,320000,33,0,800,12,0,1,1,1,10000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,3.87999993562698,5917.39990234375,29587,4.52,3.39343151240263,3.75665185481714,3.79006514639444,3.9322180490661,3.63880757552801
4686,4,2,2,0,0,2,0,0,0,8,5990.5866680914,265.556670218086,277.138090915578,1064.41856570972,2273.15942384462,231.741901466518,2,2.1,37,1,2,0,1,0,0,0,18.7206199265982,2006.35050029614,30,2,0,1,0,0,1,25.7129659358833,1589.72858394107,1007.65384615385,251.913461538462,479.835164835165,768.5,0,155.388888412052,768.5,192.125,365.952380952381,192.125,365.952380952381,0.432676483326115,1776.15384615385,11,0,0,0,4750,NA,NA,NA,NA,NA,1,1,12000,1,0,0,32000,NA,0,80,12,48000,1,0,1,2500,1,0,1,1200,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,2.95999994874001,5917.39990234375,23669.599609375,3.65,1.91972834646096,2.63417267389284,2.73421025692545,2.70459175221139,1.92477775483484
4687,3,3,0,0,0,0,1,0,0,12,9811.07737534305,392.878714710045,485.232247562448,1733.26746452002,3151.5104449782,316.199750095154,2,2,52,1,2,0,1,0,0,1,22.2632599685787,3556.3232851103,45,2,0,1,0,0,1,18.4487707686939,2856.21117268192,1090.23076923077,363.410256410256,545.115384615385,497,1512.74444444444,0,2009.74444444444,165.666666666667,248.5,669.914814814815,1004.87222222222,0.648309843117025,3099.97521367521,11,0,0,0,22800,NA,NA,NA,NA,NA,0,0,0,1,1,1000,843600,108,750,2000,12,169400,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,2.88999992609024,5917.39990234375,17752.19921875,2.58,2.92732171548082,3.04361584844934,3.04361584844934,2.89605330228346,2.73063155301557
4688,3,2,1,0,1,0,0,1,0,4,3952.237589468,164.350482622738,207.547921519608,715.790016996278,1228.64613914224,167.734079674273,2,1.8,26,1,2,0,1,0,0,1,19.4186997188085,2216.2534047836,22,2,0,1,0,0,1,18.9673997332203,1645.71338875796,787.115384615385,262.371794871795,437.286324786325,944.799999952316,4.2,0.641666666666667,948.999999952316,314.933333317439,524.888888862398,316.333333317439,527.222222195731,0.54662265445486,1736.1153845677,11,0,0,0,2600,NA,NA,NA,NA,NA,1,1,7320,1,0,0,572000,NA,NA,60,12,40000,1,1,1,10000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,2.09999996423721,5917.39990234375,17752.19921875,2.17,1.91881319276189,2.26288468781552,2.26288468781552,2.15442905551658,1.84078527334397
4689,5,4,1,0,1,0,2,1,0,3,5258.57430431166,257.062157091769,252.746355430673,882.587704811056,2362.68579039315,190.862476347457,2,2.8,60,1,2,0,1,0,0,1,17.2844228495589,1948.28462342745,48,2,0,1,0,0,1,NA,199.88395793499,567.615384615385,113.523076923077,202.71978021978,1120.5,819.566666666667,0,1940.06666666667,224.1,400.178571428571,388.013333333333,692.880952380952,0.773649380979063,2507.68205128205,12,0,0,0,2320,NA,NA,NA,NA,NA,0,0,0,0,0,0,1545000,NA,4925,100,12,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,3.77999994158745,5917.39990234375,29587,4.19,2.13302031250243,4.08179316664696,4.08179316664696,4.08656237757111,2.12304128104579
4690,4,2,2,0,1,1,0,1,0,8,4642.43528581767,257.693336356737,236.884687483271,711.180675317103,2833.92250092107,155.840957267296,2,2.1,31,1,2,0,1,0,1,1,23.0005628158493,1472.06727022878,25,2,0,1,0,1,1,28.449001845673,881.473759037405,3759.42307692308,939.855769230769,1790.20146520147,1125.20000267029,770.05,12,1895.25000267029,281.300000667572,535.80952508109,473.812500667572,902.500001271566,0.335165265258196,5654.67307959337,11,0,0,0,91220,NA,NA,NA,NA,NA,0,0,0,1,0,0,12722000,33,0,1000,12,680050,1,1,1,25000,NA,NA,NA,NA,NA,0,1,1,6,1,8,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,3.08999997377396,5917.39990234375,23669.599609375,3.68,3.28796106457743,3.41485381340735,3.50680208159514,3.50591334696741,3.10581663346461
4691,2,2,0,0,0,0,0,0,0,7,4522.17320191846,177.509474086534,214.297604480723,813.509656879028,2020.52054844968,162.310967764512,2,1.5,55,1,2,0,0,1,0,1,31.5643836763629,2361.13704522087,48,2,0,0,1,0,1,19.387505423987,2161.03615669759,476.153846153846,238.076923076923,317.435897435897,637.220002651215,274.25,0,911.470002651215,318.610001325607,424.81333510081,455.735001325607,607.646668434143,0.656856685935543,1387.62384880506,8,0,0,0,4500,NA,NA,NA,NA,NA,0,0,0,0,0,0,2065000,49,0,1800,12,25450,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,1.85999995470047,5917.39990234375,11834.7998046875,1.58,2.02912149756417,2.03561078340166,2.03561078340166,1.89605330228346,1.79567377560833
4692,6,4,2,0,0,2,2,1,0,8,14880.2132062442,780.158528193047,769.204694546539,2381.14641766628,8932.23952942118,515.331906931882,2,3.1,65,1,2,0,0,1,0,1,27.6951081804282,3949.32039400787,50,2,0,1,0,0,1,22.7263943560782,2505.68908715667,1700.42307692308,283.403846153846,548.523573200993,2691,877.295833333333,1350.6,3568.29583333333,448.5,868.064516129032,594.715972222222,1151.06317204301,0.677260619538285,5268.71891025641,12,0,0,0,11200,NA,NA,NA,NA,NA,1,1,70200,1,0,0,8090000,245,9220,7500,12,18000,1,1,NA,NA,NA,NA,NA,NA,NA,5000,0,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,40,87479401,4.24999997019768,5917.39990234375,35504.3984375,4.87,4.63575727392443,4.78973549610854,4.78973549610854,4.77433187869982,4.56176776063946
4693,5,3,2,0,1,1,1,1,0,7,6661.06395941067,322.673750697777,337.685980161648,1129.52254845161,3206.66630977772,247.502992723534,2,2.6,23,1,2,0,1,0,0,0,15.7926844528189,2323.62369908267,21,2,0,1,0,0,1,16.2737525157984,1453.33718106717,519.615384615385,103.923076923077,199.852071005917,913,1.2,245.320833333333,914.2,182.6,351.153846153846,182.84,351.615384615385,0.637599519302989,1433.81538461538,10,0,0,0,4050,NA,NA,NA,NA,NA,0,0,0,0,0,0,10000,NA,0,400,12,48000,1,1,1,5000,1,0,1,900,0,0,1,2,2,1,7,8,9,NA,2,NA,NA,NA,NA,40,87479401,3.68999993801117,5917.39990234375,29587,3.74,2.99688098187955,3.59936691339925,3.59936691339925,3.35752529851501,2.80395936141943
4694,6,5,1,0,0,1,3,1,0,2,14284.6810961874,586.31545538069,697.321443814026,2577.88377636238,4559.19753119065,556.566054288307,2,3.3,27,1,2,0,1,0,0,0,NA,3295.78906063859,21,2,0,1,0,0,0,18.9376792961363,2729.30901453208,519.153846153846,86.525641025641,157.319347319347,1222,0,0,1222,203.666666666667,370.30303030303,203.666666666667,370.30303030303,0.701833443781754,1741.15384615385,10,0,0,0,12283,NA,NA,NA,NA,NA,1,1,4000,1,1,6000,220000,NA,0,800,12,30000,1,1,1,0,NA,NA,1,8400,0,0,1,1,6,1,4,8,9,11,2,NA,NA,NA,NA,40,87479401,4.87999993562698,5917.39990234375,35504.3984375,4.57,2.37029616623723,4.83767825108731,4.83767825108731,4.65821961482897,2.32115964601051
4695,5,5,0,0,0,0,3,0,0,7,11379.3084879724,503.426741468689,552.208923379805,2054.6885316689,3847.98797908891,431.380213727998,2,3,28,1,2,0,1,0,0,0,25.2044239511332,1906.30460296526,20,2,0,1,0,0,1,22.2443619291668,1841.17085376602,557.192307692308,111.438461538462,185.730769230769,1587.5,81.4666666666667,88.25,1668.96666666667,317.5,529.166666666667,333.793333333333,556.322222222222,0.749706865452971,2226.15897435897,12,0,0,0,3600,NA,NA,NA,NA,NA,1,1,100,1,1,38000,375000,NA,2200,400,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,4.16999995708466,5917.39990234375,29587,4.21,3.27402062246355,4.12769713382221,4.12769713382221,4.1665007289754,2.67221771290613
4696,5,2,3,0,0,3,0,0,0,6,7241.6022944049,350.091075829936,378.778938218858,1232.14446889451,3381.5724803491,291.330021829087,2,2.4,33,1,2,0,1,0,0,0,20.4740214687228,2223.25877851991,28,2,0,1,0,0,1,20.5467961054408,2052.85376420033,513.557692307692,102.711538461538,213.982371794872,805.5,0.6,275.1,806.1,161.1,335.625,161.22,335.875,0.610840223717689,1319.65769230769,10,0,0,0,3050,NA,NA,NA,NA,NA,0,0,0,1,1,140000,18000,NA,NA,150,12,36000,1,0,1,40000,2,5000,1,1200,0,900,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,3.25999999046326,5917.39990234375,29587,4.28,2.58147513413616,3.02964783094253,3.08455851235384,3.17681792334065,2.78442003526725
4697,4,3,1,0,1,0,1,0,0,7,5547.18441046405,270.821943055075,285.464614075803,939.710765545734,2739.30109509528,203.629880277359,2,2.3,42,1,2,0,1,0,0,0,20.6393238594209,1911.92578543543,36,2,0,1,0,0,1,24.100988735043,1375.05155033257,679.115384615385,169.778846153846,295.267558528428,628.75,0,10.8,628.75,157.1875,273.369565217391,157.1875,273.369565217391,0.480745195488832,1307.86538461538,7,0,0,0,4150,NA,NA,NA,NA,NA,1,1,34224,0,0,0,163000,NA,600,500,12,0,1,0,1,10000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,3.4899999499321,5917.39990234375,23669.599609375,3.67,3.18576928560597,3.53782919650788,3.62977746469568,3.55253156322514,3.0616978310344
4698,3,2,1,0,1,0,0,1,0,6,4468.98638193421,226.453383465913,232.246476474324,747.774176516413,2307.88115480343,176.372875504958,2,1.8,25,1,2,0,1,0,0,0,20.8953176957427,2360.02779635681,21,2,0,1,0,0,1,21.4654847812945,1758.00354606055,419.692307692308,139.897435897436,233.162393162393,968.25,0,0,968.25,322.75,537.916666666667,322.75,537.916666666667,0.697615451761739,1387.94230769231,9,0,0,0,3000,NA,NA,NA,NA,NA,0,0,0,1,1,30000,10000,NA,0,200,12,0,1,1,1,15000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,2.26999995112419,5917.39990234375,17752.19921875,2.71,2.36880493066061,2.58588909013469,2.58588909013469,2.48217772403761,2.28017343113757
4699,2,2,0,0,0,0,1,0,0,11,4707.28841577225,179.48946643525,247.486219059541,731.775804398688,1765.23333552658,142.535267386005,2,1.5,55,2,2,0,1,0,0,1,19.5111117892795,1479.44620744243,NA,NA,NA,NA,NA,NA,NA,NA,NA,958.846153846154,479.423076923077,639.230769230769,1202.75,0.1,0,1202.85,601.375,801.833333333333,601.425,801.9,0.556438053451616,2161.69615384615,10,0,0,0,4750,NA,NA,NA,NA,NA,1,1,800,0,0,0,50000,NA,1950,500,12,54000,1,0,1,10000,1,25000,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,1.85999995470047,5917.39990234375,11834.7998046875,1.64,1.54627184244355,1.72569260087846,1.72569260087846,1.67191481188454,1.49423529536927
4700,5,3,2,0,2,0,2,1,0,4,5387.45248249497,243.261023878573,275.459208108277,934.517020890157,2172.29651688654,224.237361429772,2,2.6,42,2,2,0,1,0,0,1,25.4736979581208,1553.55361324934,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.615384615385,102.923076923077,197.92899408284,1119.5,0,32,1119.5,223.9,430.576923076923,223.9,430.576923076923,0.685080142161132,1634.11538461538,9,0,0,0,5100,NA,NA,NA,NA,NA,0,0,0,0,0,0,70000,NA,0,500,12,10000,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87479401,3.62999993562698,5917.39990234375,29587,3.72,2.72740437659919,3.06000749127558,2.98579066305854,2.95939758268771,2.69881261738444
4701,4,3,1,0,0,1,1,0,0,9,7446.75141217246,367.772012554784,398.254160180207,1242.78908417054,3781.56122101827,296.926108840667,2,2.3,38,1,2,0,0,1,0,0,23.5552775860134,2260.73564587396,35,2,0,0,1,0,1,19.3098072562358,1914.59117132338,915.346153846154,228.836538461538,397.976588628763,1302.09999990463,146,3.05,1448.09999990463,325.524999976158,566.130434741145,362.024999976158,629.60869561071,0.612706998890793,2363.44615375079,9,0,0,0,4200,NA,NA,NA,NA,NA,1,1,90000,1,1,64800,518000,33,0,1000,12,36000,1,1,1,3000,1,600,1,600,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87864705,3.54999995231628,5917.39990234375,23669.599609375,3.95,1.62755181169815,3.52982725147704,3.43591806782155,3.43768007019395,1.60178140571437
4702,4,2,2,0,0,2,0,0,0,7,3107.0109933041,108.789337260136,142.624322873898,610.475134832625,490.069779112603,129.709823321256,2,2.1,51,1,2,0,1,0,0,0,17.9682335714771,816.590777984601,44,2,0,1,0,0,1,19.8931840275379,772.34634325083,748.173076923077,187.043269230769,356.272893772894,1221,543.3,0,1764.3,305.25,581.428571428571,441.075,840.142857142857,0.702216479931664,2512.47307692308,11,0,0,0,12255,NA,NA,NA,NA,NA,0,0,0,1,1,70000,1175000,NA,0,2000,12,61100,1,1,1,80000,1,1500,1,1500,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87864705,3.19999992847443,5917.39990234375,23669.599609375,3.31,2.59184671526888,3.0317812582102,3.04240500006008,2.78818444819299,2.41096697290645
4703,4,2,2,0,2,0,1,1,0,0,6217.10339461807,284.634791376795,304.999117541238,1091.5812028757,2802.52072690307,236.168882118559,2,2.1,45,2,2,0,1,0,0,1,17.3115991898984,2927.9058483683,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.461538461538,131.615384615385,250.695970695971,901,172.5,25,1073.5,225.25,429.047619047619,268.375,511.190476190476,0.670953628692997,1599.96153846154,8,0,0,0,1100,NA,NA,NA,NA,NA,1,1,1800,1,1,10000,335000,67.5,3160,1200,12,0,1,1,2,11000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87864705,2.91999998688698,5917.39990234375,23669.599609375,1.65,1.59677445467451,1.81226546781683,1.85109675196242,1.78027835415765,1.51174574405396
4704,3,2,1,0,1,0,0,0,0,10,8961.83247731761,430.321148490957,471.554345807262,1537.93117666547,4160.10358918759,366.801124446514,2,1.8,50,1,2,0,1,0,1,1,25.5296448712087,3167.44159293983,35,2,0,1,0,0,1,24.461554590036,2758.11952190017,880.115384615385,293.371794871795,488.952991452991,1264.25,721.95,0,1986.2,421.416666666667,702.361111111111,662.066666666667,1103.44444444444,0.692945378816545,2866.31538461538,10,0,0,0,6300,NA,NA,NA,NA,NA,1,0,0,1,1,100000,620000,89,4200,1400,12,0,1,1,1,100000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87864705,2.70999997854233,5917.39990234375,17752.19921875,2.87,2.91019321080391,2.95230546861459,2.99113675276018,2.88754046186687,2.69618479205506
4705,7,4,3,0,2,1,2,0,0,6,11345.015346881,448.736013282429,569.007275618351,2098.8065238,3345.95399708362,488.653246936409,2,3.4,42,1,2,0,0,1,0,0,20.2133721694166,1992.33303073607,35,2,0,0,1,0,1,23.3134965036373,1782.10304215231,595.384615384615,85.0549450549451,175.113122171946,1252,60,112,1312,178.857142857143,368.235294117647,187.428571428571,385.882352941176,0.687852879496693,1907.38461538462,7,0,0,0,4000,NA,NA,NA,NA,NA,1,1,3000,1,1,6000,100000,15,0,800,12,26000,1,1,1,5000,NA,NA,1,0,5500,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87864705,5.34999993443489,5917.39990234375,41421.80078125,5.45,5.06296934995934,5.51424254436293,5.5369875541898,5.40222932770057,4.79012362720477
4706,3,3,0,0,0,0,1,0,0,9,8231.7852693256,411.273652591659,443.986765457025,1345.89091649793,4301.30728417093,326.666472445924,2,2,68,1,2,0,1,0,1,1,23.6639797601631,2900.10094040164,55,2,0,1,0,0,1,20.9283876031241,2285.18142327091,352.269230769231,117.423076923077,176.134615384615,658.599999904633,50,40,708.599999904633,219.533333301544,329.299999952316,236.199999968211,354.299999952316,0.667942833495633,1060.86923067386,6,0,0,0,3950,NA,NA,NA,NA,NA,1,1,9500,1,1,61183,477500,75,825,1000,12,23200,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87864705,2.53999996185303,5917.39990234375,17752.19921875,2.44,2.66817625616537,3.03755888187932,3.03755888187932,3.00919863128441,2.53170661570514
4707,6,3,3,0,1,2,1,0,0,7,24351.3190030526,1240.79556841668,1347.73588124427,3513.97654621932,13506.9146928981,811.219355318596,2,2.9,43,1,2,0,1,0,1,1,23.5137144235808,5729.21968626251,34,2,0,1,0,0,1,24.4052827309194,4644.28580242265,1963.84615384615,327.307692307692,677.188328912467,2224.19999980927,910.05,67.2444444444444,3134.24999980927,370.699999968211,766.965517175609,522.374999968211,1080.7758620032,0.614788325944374,5098.09615365542,10,0,0,0,32750,NA,NA,NA,NA,NA,1,1,95500,1,1,469000,3422250,69,0,3600,12,145650,1,1,1,200000,1,900,1,900,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87864705,4.21999996900558,5917.39990234375,35504.3984375,5.04,3.40767041093303,4.26753179221502,4.31372147284499,4.22363657383219,3.30031190633458
4708,8,4,4,0,2,2,2,0,0,0,15258.2142325586,801.439701434367,818.133364540926,2463.87463529264,8458.6526520844,595.173198558523,2,3.7,39,1,2,0,0,1,0,1,22.3275671710102,2682.02431791654,32,2,0,1,0,0,1,19.622783850726,2520.12133155747,423.230769230769,52.9038461538462,114.386694386694,1304.60000038147,44,1495,1348.60000038147,163.075000047684,352.594594697695,168.575000047684,364.486486589586,0.761133638443703,1771.83076961224,9,0,0,0,3620,NA,NA,NA,NA,NA,1,0,0,1,1,1200,12000,NA,0,800,12,0,1,1,2,8000,2,1100,1,0,280,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87864705,5.96999990940094,5917.39990234375,47339.19921875,6.04,3.70846237292177,5.12300287023408,5.04205710877593,4.92817313953701,3.55416742389933
4709,6,5,1,0,1,0,3,0,0,9,12549.3887793755,572.706499613191,667.991764024163,2177.29380243435,5359.22182142934,520.689046844821,2,3.3,28,1,2,0,1,0,0,1,19.8149421169991,2498.35457206727,25,2,0,1,0,0,1,16.5752171925011,2221.7464792626,716.288461538462,119.38141025641,217.05710955711,1311.5,106,200,1417.5,218.583333333333,397.424242424242,236.25,429.545454545455,0.664311399911678,2133.78846153846,9,0,0,0,8866,NA,NA,NA,NA,NA,1,1,35000,1,1,10000,2700000,87,0,1200,12,40000,1,1,1,200000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87864705,5.01999992132187,5917.39990234375,35504.3984375,5.26,4.46375089542557,4.81646577007773,4.8833306356484,4.73795729978885,4.36419580436095
4710,3,2,1,0,1,0,1,1,0,10,5332.44277008385,280.233192458668,268.602962266843,865.190180079543,3301.10209080025,199.899074960633,2,1.8,22,2,2,0,1,0,1,1,22.7393219700335,2181.78137288733,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.192307692308,183.730769230769,306.217948717949,1317.75,22.8208333333333,373,1340.57083333333,439.25,732.083333333333,446.856944444444,744.761574074074,0.70863566598857,1891.76314102564,11,0,0,0,6000,NA,NA,NA,NA,NA,1,0,0,1,0,0,1354000,16,600,4800,12,0,1,1,1,5000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,87864705,2.21999996900558,5917.39990234375,17752.19921875,2.17,1.98784464161979,2.26288468781552,2.26288468781552,2.15442905551658,1.89110188014894
