"hhid","hhsize","adult","child","poly","boy","girl","otheradult","porl_hh","spouseabroad_hh","mealdata_hhmin","hh_kcal","hh_protein","hh_fat","hh_carb","hh_calcium","hh_iron","sampletype","AE_OECD","agehead","sexhead","maritalhead","abroadhead","lithead","noschoolhead","secondschoolhead","agworkhead","BMIhead","I_kcalhead","agespouse","sexspouse","abroadspouse","litspouse","noschoolspouse","secondschoolspouse","agworkspouse","BMIspouse","I_kcalspouse","nonfoodexp_hhwk","nonfoodexp_hhwk_pc","nonfoodexp_hhwk_AE_OECD","foodpurch_hhwk","foodprod_hhwk","foodother_hhwk","foodtot_hhwk","foodpurch_hhwk_pc","foodpurch_hhwk_AE_OECD","foodtot_hhwk_pc","foodtot_hhwk_AE_OECD","foodshare","totexp_hhwk","hhds","nofood","hungrynight","hungryday","nonag_income","""hhid""","purchase_val","curr_val","ag_purchase_val","ag_curr_val","anysaving_pastyr","anysaving_curr","total_saving","anyloan","anyloan_curr","total_loan","market_val","area_planted","agsales","store_capacity_kg","nmo_anygrain","profit_12mon","hh_lat","treated_drinkwater","negshock_no","negshock_val","posshock_no","posshock_val","prog_ct","cash_received","inkind_val","tot_othinc","visit_sixmo","health_org","num_visited_sixmo","any_advice","advice1","advice2","advice3","advice4","any_grpdiscuss","discuss_topics1","discuss_topics2","discuss_topics3","discuss_topics4","dvcode","vcode","aeu","hhweightR1","popweightR1","hhsize_India_grp","hhsize_FAO_sample","hhsize_FAO_age","hhsize_FAO_grp","hhsize_IOM_grp","hhsize_IOM_sample"
1690,5,3,2,0,0,2,1,1,0,11,11732.4869747655,659.446194169628,623.486267195068,1779.96264453015,7872.58729772234,430.575956148254,2,2.6,28,1,2,0,1,0,0,1,20.6481889456767,3078.01901889739,20,2,0,1,0,1,0,19.069194217995,2497.23160259262,894.519230769231,178.903846153846,344.045857988166,1347,1274.8,20,2621.8,269.4,518.076923076923,524.36,1008.38461538462,0.74560920893023,3516.31923076923,10,0,0,0,4150,NA,NA,NA,NA,NA,0,0,0,0,0,0,1094000,171,3600,4000,12,0,1,0,1,0,1,0,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,3.73999997973442,4344.5,21722.5,4.28,3.12455152817878,3.5745522900029,3.5338798497538,3.44357098760825,2.99914307340751
1691,6,5,1,0,1,0,3,1,0,1,20012.2742280571,929.669760337826,786.359771640108,3463.62697227882,9678.88725122859,588.858492631271,2,3.3,58,1,2,0,1,0,1,0,20.5376236088929,3870.46839292132,49,2,0,0,1,0,0,19.2139240389477,3771.89579094574,879.730769230769,146.621794871795,266.585081585082,1959.5,851.612903225806,76.0000002384186,2811.11290322581,326.583333333333,593.787878787879,468.518817204301,851.852394916911,0.761645074323825,3690.84367245658,9,0,0,0,11000,NA,NA,NA,NA,NA,0,0,0,1,0,0,1084000,244,0,8000,12,114000,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,1,8,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,5.10999989509583,4344.5,26067,4.77,3.49554978751106,4.06672146696811,4.06672146696811,4.02289899004978,3.42343118394596
1692,4,3,1,0,0,1,1,1,0,19,11635.9310454571,678.802539838308,603.674147599228,1684.85375971013,8778.98210378879,369.213179178142,2,2.3,28,1,2,0,1,0,0,0,21.7593936562898,3412.96036326347,24,2,0,1,0,0,0,23.6935073358096,2762.94485501225,3944.84615384615,986.211538461539,1715.15050167224,2437.5,1091.60000047684,300,3529.10000047684,609.375,1059.78260869565,882.275000119209,1534.39130455515,0.472186971595397,7473.94615432299,10,0,0,0,21310,NA,NA,NA,NA,NA,0,0,0,1,0,0,3420000,528,154000,12000,12,69600,1,0,NA,NA,NA,NA,NA,NA,NA,200000,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,3.33999994397163,4344.5,17378,3.89,3.08787951412238,3.34287643965035,3.30511710220843,3.42756146033926,3.12108082234125
1693,3,2,1,0,0,1,0,0,0,10,7595.03773589994,384.880337219097,382.399210634299,1274.86648948785,3526.90999063983,295.514398171038,2,1.8,40,1,2,0,0,1,0,1,20.2879028247844,2932.8008017849,35,2,0,0,1,0,0,16.2017933473642,2768.97118416567,881.807692307692,293.935897435897,489.893162393162,832,412.4,30,1244.4,277.333333333333,462.222222222222,414.8,691.333333333333,0.585267377454261,2126.20769230769,8,0,0,0,4700,NA,NA,NA,NA,NA,1,1,2125,1,1,19000,590000,110,8225,6000,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,2.53999996185303,4344.5,13033.5,2.75,2.17592415008036,2.4572411358475,2.38544348829606,2.29077840640503,2.03174594534786
1694,5,3,2,0,0,2,1,1,0,10,12973.2011042771,707.898644418508,667.488363834579,2044.48041691331,8315.32066891657,494.280792797358,2,2.6,38,1,2,0,1,0,0,1,22.144207988071,3287.1368350664,30,2,0,0,1,0,0,29.6736035978429,3043.8910964506,811.923076923077,162.384615384615,312.278106508876,856.5,917.346428571429,60,1773.84642857143,171.3,329.423076923077,354.769285714286,682.248626373626,0.68600330570926,2585.76950549451,9,0,0,0,5790,NA,NA,NA,NA,NA,0,0,0,0,0,0,680000,72,5600,8000,11,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,3.38999998569489,4344.5,21722.5,4.09,3.00001134123808,3.30492840616231,3.1862220271346,3.43282174486359,3.02825506607924
1695,3,2,1,0,1,0,0,0,0,10,2674.83804678981,111.283237066771,50.4011698608474,481.72820279218,1355.06121295161,34.5705983692007,2,1.8,60,2,2,0,0,1,0,0,17.9913599317333,921.40431635451,75,1,0,0,1,0,0,21.2985557918366,768.892681108151,254,84.6666666666667,141.111111111111,497.699999809265,50,95,547.699999809265,165.899999936422,276.499999894036,182.566666603088,304.277777671814,0.683173256753861,801.699999809265,5,1,1,0,4000,NA,NA,NA,NA,NA,0,0,0,0,0,0,8000,NA,NA,600,0,0,1,0,NA,NA,NA,NA,2,2640,500,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,2.14000004529953,4344.5,13033.5,2.18,2.21055833798176,2.4729170048859,2.52545344814169,2.52239620103466,2.15414642687401
1696,3,3,0,0,0,0,1,0,0,7,6540.0431318081,294.9821116208,163.497846008514,1140.85499293551,3466.08203399057,77.6287557413811,2,2,48,1,2,0,1,0,0,1,21.5638226776565,2755.49275743308,40,2,0,0,1,0,0,19.9207481478916,2101.67334805054,558.576923076923,186.192307692308,279.288461538462,789,694.873333333333,120,1483.87333333333,263,394.5,494.624444444444,741.936666666667,0.726516265782326,2042.45025641026,10,0,0,0,9150,NA,NA,NA,NA,NA,1,1,76000,1,1,25000,2108000,244,70020,8000,12,0,1,0,NA,NA,NA,NA,1,2700,0,0,1,1,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,2.46999996900558,4344.5,13033.5,2.13,2.1298365739372,2.33035271641184,2.33035271641184,2.29627091678402,2.0283602723783
1697,4,2,2,0,0,2,1,0,0,11,8225.12086973436,461.015829729723,449.192302130331,1218.78506327104,5540.74419339562,283.191161113775,2,2.1,35,2,2,0,1,0,0,0,18.5657129026479,2299.88367784617,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200.82692307692,300.206730769231,571.822344322344,417,482.4,10,899.4,104.25,198.571428571429,224.85,428.285714285714,0.428239439327985,2100.22692307692,7,0,0,0,2050,NA,NA,NA,NA,NA,0,0,0,0,0,0,1442000,87,750,4000,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,2.63999998569489,4344.5,17378,3.35,2.23287751501352,2.58070920667278,2.62448305927258,2.64420061005041,2.21476316191299
1698,6,2,4,0,2,2,0,0,0,10,10717.0326278222,479.602285725694,536.443604731114,1750.85199967708,6200.2951390178,379.588755332942,2,2.7,28,1,2,0,1,0,0,0,19.5539255359699,2881.40918052298,26,2,0,1,0,0,0,27.9118511612424,2233.00548122026,1046.69230769231,174.448717948718,387.663817663818,906.5,921.767741935484,55,1828.26774193548,151.083333333333,335.740740740741,304.711290322581,677.136200716846,0.635928051303593,2874.96004962779,10,0,0,0,5020,NA,NA,NA,NA,NA,1,1,1130,1,1,10000,780000,104,0,2000,11,40000,1,0,2,60000,1,0,1,900,0,0,1,1,6,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,4.01999998092651,4344.5,26067,5.34,3.16223765238028,3.74369958928865,3.79324508375411,3.85904465575609,3.35399147192962
1699,6,3,3,0,0,3,1,1,0,7,8709.16574676726,425.698821114091,482.215747073579,1385.76772319956,4728.38505054656,339.8319676252,2,2.9,36,1,2,0,1,0,0,0,18.7016653915305,2739.95857123771,30,2,0,0,0,0,0,23.444928591796,1315.36247674913,869.461538461538,144.910256410256,299.814323607427,1228.5,130,30,1358.5,204.75,423.620689655172,226.416666666667,468.448275862069,0.609750202841507,2227.96153846154,8,0,0,0,6306,NA,NA,NA,NA,NA,1,1,4200,1,1,65000,1114000,72,0,2000,9,80000,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,4.03999999165535,4344.5,26067,4.87,3.37117102119574,3.88373514638459,3.87052099902568,3.93945046168442,3.35647524345228
1700,8,3,5,0,2,3,1,0,0,9,27053.1996518807,1380.28853450795,1171.15249091217,4405.05804415285,15619.1463227993,814.53010467955,2,3.5,55,1,2,0,0,1,0,1,22.4568500007224,4286.3466991223,45,2,0,1,0,0,0,17.6731803894811,3578.16983375382,1551.36538461538,193.920673076923,443.247252747253,1925.5,958.466666666667,1270,2883.96666666667,240.6875,550.142857142857,360.495833333333,823.990476190476,0.650225650147894,4435.33205128205,10,0,0,0,5780,NA,NA,NA,NA,NA,1,1,30000,1,1,20000,1572500,191,21800,4000,12,0,1,0,NA,NA,2,0,1,1200,0,3000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35430601,5.55999991297722,4344.5,34756,6.6,4.26014592448479,5.25793263700073,5.13386365531517,5.03223380289633,4.18179478025735
1701,2,2,0,0,0,0,0,0,0,15,1922.49374009888,91.6309021540243,46.3890771690013,318.289373758903,1167.69511372742,21.8556557858402,2,1.5,60,2,2,0,0,1,0,0,21.2896293212673,882.812483429192,70,1,0,0,1,0,0,NA,1039.68125666969,537.307692307692,268.653846153846,358.205128205128,1289.5,60.0285714285714,190.666666666667,1349.52857142857,644.75,859.666666666667,674.764285714286,899.685714285714,0.715233535291648,1886.83626373626,12,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,820000,NA,0,4000,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,1.29000002145767,4344.5,8689,1.21,0.527585591531962,1.23268301900958,1.23268301900958,1.30594892362096,0.527014506680269
1702,6,4,2,0,0,2,2,1,0,0,9434.3905201866,455.738173023258,401.59145401005,1448.98566800494,5839.7989903443,119.098417438961,2,3.1,60,1,2,0,1,0,0,0,19.949311169575,3557.62251276541,52,2,0,1,0,0,1,18.526801229567,2440.49435111693,883.192307692308,147.198717948718,284.900744416873,2055.5,1120,800.2,3175.5,342.583333333333,663.064516129032,529.25,1024.35483870968,0.782394860034494,4058.69230769231,10,0,0,0,13180,NA,NA,NA,NA,NA,1,1,3800,1,1,22000,1050000,82,13000,6000,12,132000,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,4.30999997258186,4344.5,26067,2.44,2.27253191071009,2.67728960261842,2.67728960261842,2.69351021146092,2.16799693453997
1703,3,1,2,0,2,0,0,0,0,9,5280.12088568083,267.640699246285,244.683945188886,879.940842450577,2748.31233461731,180.913928440194,2,1.6,70,2,3,0,0,1,0,0,18.08859544167,1187.07807433114,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801.57692307692,600.525641025641,1125.98557692308,618,0.0166666666666667,310.75,618.016666666667,206,386.25,206.005555555556,386.260416666667,0.255421682916659,2419.59358974359,6,0,0,0,2570,NA,NA,NA,NA,NA,0,0,0,0,0,0,480000,NA,0,800,5,0,1,0,NA,NA,NA,NA,1,1800,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,2.19999998807907,4344.5,13033.5,2.55,1.9809506525252,2.13427563058256,2.18410160128344,2.16505529100134,1.98570485048626
1704,3,3,0,0,0,0,1,0,0,8,3902.21241248532,181.309441694376,151.598507968846,692.606716692592,1611.62938449432,122.669370906746,2,2,48,1,2,0,1,0,0,0,22.6590874921148,2346.62527938074,40,2,0,0,1,0,1,20.5808928083,25.7134990439771,2912.5,970.833333333333,1456.25,606.5,694,40,1300.5,202.166666666667,303.25,433.5,650.25,0.308687396154759,4213,9,0,0,0,6000,NA,NA,NA,NA,NA,1,1,40800,1,1,22000,6065000,211,6600,12000,12,72000,1,0,1,40000,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,2.67999994754791,4344.5,13033.5,2.63,2.56523408838019,2.77570258571539,2.77570258571539,2.68697016591447,2.42802621895589
1705,5,4,1,0,0,1,2,1,0,5,10023.8496533542,495.627375782306,486.582283842817,1635.52528801043,5506.34179503876,325.154441103882,2,2.8,28,1,2,0,1,0,0,0,19.5473248121706,3193.12707004325,21,2,0,1,0,0,0,24.4235417305286,1946.81051566438,2331.73076923077,466.346153846154,832.760989010989,4171.5,100.7,14,4272.2,834.3,1489.82142857143,854.44,1525.78571428571,0.64691774479302,6603.93076923077,11,0,0,0,7785,NA,NA,NA,NA,NA,1,1,49000,1,1,100000,1600000,69.5,0,6000,12,48000,1,0,1,20000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,3.80999994277954,4344.5,21722.5,3.97,2.77076075944669,3.13318052303206,3.13318052303206,3.26075945470318,2.84241225045486
1706,3,2,1,0,0,1,0,1,0,0,4154.01417035539,160.430130572854,80.8939230216109,781.405087802085,1646.36394214051,39.9750482352441,2,1.8,30,1,2,0,1,0,0,0,18.9550896320671,2383.28662004738,25,2,0,1,0,0,1,23.9100397437188,1770.72755030801,1057.03846153846,352.346153846154,587.24358974359,982,0,110,982,327.333333333333,545.555555555556,327.333333333333,545.555555555556,0.481599547297935,2039.03846153846,7,0,0,0,6770,NA,NA,NA,NA,NA,1,1,3100,1,1,22000,450000,NA,NA,2000,12,66000,1,0,NA,NA,NA,NA,1,0,280,0,1,4,3,1,4,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,2.09999996423721,4344.5,13033.5,2.17,1.91987157446928,2.04603037667281,2.04603037667281,1.99658484560483,1.78650373092999
1707,3,1,2,0,1,1,0,0,0,7,5430.94306067155,202.898571766035,112.90023821399,1073.96114491474,1439.55217469856,80.5750906312345,2,1.6,26,2,2,0,1,0,0,0,20.1589182146778,2390.69316483494,NA,NA,NA,NA,NA,NA,NA,NA,NA,753.903846153846,251.301282051282,471.189903846154,2398.44999980927,122,0,2520.44999980927,799.483333269755,1499.03124988079,840.149999936422,1575.28124988079,0.76975492520965,3274.35384596311,9,0,0,0,0,NA,NA,NA,NA,NA,1,1,2600,1,1,14000,710000,NA,0,3200,11,0,1,0,NA,NA,1,0,1,900,0,10000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,2.03999996185303,4344.5,13033.5,2.8,1.53623303329913,1.78721100658873,1.71299417837169,1.6885143829584,1.58575338717242
1708,5,5,0,0,0,0,3,0,0,9,11660.6194068435,476.454900006971,255.030336951404,2214.44783409288,4087.68338325995,169.863896942226,2,3,32,1,2,0,1,0,0,1,16.9223756555756,2756.51708439121,26,2,0,1,0,0,0,20.2395743517631,2076.20377270426,1211.15384615385,242.230769230769,403.717948717949,1054.60000002384,570,581.62,1624.60000002384,210.920000004768,351.533333341281,324.920000004768,541.533333341281,0.572898808623196,2835.75384617769,7,0,0,0,25187,NA,NA,NA,NA,NA,1,1,3100,1,1,10000,320000,73,800,2000,12,244000,1,0,1,10000,1,0,3,0,2650,0,1,1,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,4.52999991178513,4344.5,21722.5,4.64,3.65370550523268,4.14126952508297,4.14126952508297,4.15385800322109,3.61675477353404
1709,3,2,1,0,0,1,1,1,0,10,4573.29346150423,232.181399881276,217.553826336795,752.822997113781,2326.57189287906,164.233212608211,2,1.8,22,2,2,0,1,0,0,0,18.829546426377,1882.94749427032,NA,NA,NA,NA,NA,NA,NA,NA,NA,768.384615384615,256.128205128205,426.880341880342,904,0,40,904,301.333333333333,502.222222222222,301.333333333333,502.222222222222,0.540545513085875,1672.38461538462,10,0,0,0,0,NA,NA,NA,NA,NA,1,1,1500,1,1,8000,500000,NA,400,4000,12,0,1,0,NA,NA,1,0,NA,NA,NA,0,1,1,3,1,4,5,7,NA,2,NA,NA,NA,NA,30,35515501,1.89999997615814,4344.5,13033.5,1.85,1.31045729364557,1.43056658308743,1.43056658308743,1.40277690698805,1.26116306853547
1710,4,3,1,0,0,1,1,0,0,14,14610.5841495147,835.919747791572,677.401348162478,2347.50075400292,9210.44142419587,458.619258768792,2,2.3,55,1,2,0,1,0,0,1,20.7943096047222,4008.29702974033,40,2,0,1,0,0,0,19.0435509685048,3557.65143042997,1128.98076923077,282.245192307692,490.861204013378,1002.5,729,100,1731.5,250.625,435.869565217391,432.875,752.826086956522,0.605317825809271,2860.48076923077,8,0,0,0,5000,NA,NA,NA,NA,NA,0,0,0,1,1,15000,331000,168,0,8000,12,0,1,0,2,51000,NA,NA,NA,NA,NA,0,1,1,3,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,3.58999991416931,4344.5,17378,3.38,3.23088334690291,3.66212962830086,3.68487463812773,3.4603730695421,2.88969525457086
1711,6,5,1,0,1,0,3,0,0,14,14263.6045151832,884.020247982791,764.544884293841,2030.15371157959,10774.6570939296,486.175731934267,2,3.3,65,1,2,0,1,0,1,0,15.8180425622763,2951.255371931,55,2,0,0,1,0,1,21.5721111094755,1672.66450752774,5458.09615384615,909.682692307692,1653.96853146853,3016.5,308,65,3324.5,502.75,914.090909090909,554.083333333333,1007.42424242424,0.378532718772923,8782.59615384615,9,0,0,0,21060,NA,NA,NA,NA,NA,1,1,17000,1,1,115000,1069000,NA,1200,4000,12,150000,1,0,NA,NA,1,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,4.84999993443489,4344.5,26067,4.98,3.88280075121861,4.1873234881707,4.1873234881707,4.42610320417448,4.04647537831864
1712,3,1,2,0,1,1,0,1,0,5,3621.80727683861,174.377574583378,184.554909144337,585.692967821174,1826.92802854843,126.777354870697,2,1.6,32,2,2,0,1,0,0,0,17.969336551387,2059.95917407985,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.692307692308,229.230769230769,429.807692307692,854.5,50,232.322580645161,904.5,284.833333333333,534.0625,301.5,565.3125,0.568084643814769,1592.19230769231,9,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,100000,NA,0,2000,12,0,1,0,1,5000,NA,NA,NA,NA,NA,0,1,1,2,1,4,7,NA,NA,2,NA,NA,NA,NA,30,35515501,1.71999996900558,4344.5,13033.5,1.89,1.0762793097186,1.21436210633525,1.24777539791255,1.20610788504249,1.09134168817526
1713,4,2,2,0,1,1,0,1,0,6,7671.58748083918,291.367848062615,335.559621907524,1320.51456102257,2404.66758439009,224.357980632027,2,2.1,40,1,2,0,0,1,0,1,16.6432256425914,2853.03122116398,32,2,0,1,0,0,0,20.169340778071,1109.66666666667,491.634615384615,122.908653846154,234.111721611722,1160.59999990463,50,340,1210.59999990463,290.149999976158,552.666666621254,302.649999976158,576.476190430777,0.711182811717716,1702.23461528925,9,0,0,0,7500,NA,NA,NA,NA,NA,0,0,0,1,1,16000,100000,NA,NA,800,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,2.83999997377396,4344.5,17378,3.71,2.40571512754719,2.85295411453594,3.0060285883085,2.86857119493914,2.37087499038745
1714,4,2,2,0,1,1,0,0,0,8,9396.77271356924,410.325166262828,342.454046855656,1712.68803052886,3505.63012087838,265.858019674156,2,2.1,45,1,2,0,1,0,1,0,26.9006489992806,3392.20675788321,35,2,0,1,0,1,0,20.7340796048877,1510.19009654187,1766.92307692308,441.730769230769,841.391941391941,2221.25,1176.98258064516,70,3398.23258064516,555.3125,1057.7380952381,849.55814516129,1618.20599078341,0.65791484437955,5165.15565756824,11,0,0,0,10100,NA,NA,NA,NA,NA,1,1,46000,1,1,20000,2830000,108,3270,8000,12,120000,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,3.07999992370605,4344.5,17378,3.75,2.28152224332418,2.53611719437366,2.49957176489473,2.46743183706778,2.20729523809521
1715,4,2,2,0,1,1,0,0,0,13,8987.49378387301,452.05852131461,412.882661086903,1465.98945886689,5253.83804891724,266.359654811943,2,2.1,40,1,2,0,1,0,0,0,21.231507325486,2577.15020794539,30,2,0,1,0,0,1,20.6127407914111,2719.07549695944,1066.07692307692,266.519230769231,507.655677655678,1581.5,104.9,256,1686.4,395.375,753.095238095238,421.6,803.047619047619,0.612684519118444,2752.47692307692,8,0,0,0,8000,NA,NA,NA,NA,NA,1,1,64900,1,1,24000,1080000,NA,900,6000,12,96000,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,3.07999992370605,4344.5,17378,3.75,2.58113191281538,2.93202057667469,2.93924899979556,2.86005531588105,2.52040575320129
1716,4,2,2,0,2,0,0,0,0,8,5841.67306979458,254.709057362281,130.839473391199,1050.3750261282,2856.03504801652,66.6469653729866,2,2.1,37,1,2,0,1,0,0,1,22.2738959734102,1817.94777981823,28,2,0,0,0,0,1,23.377326033007,1669.37195554545,326.557692307692,81.6394230769231,155.503663003663,1055.5,0,104,1055.5,263.875,502.619047619048,263.875,502.619047619048,0.763716309293556,1382.05769230769,9,1,1,0,3050,NA,NA,NA,NA,NA,1,1,3000,1,1,20000,232000,25,1200,2000,9,30000,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,3.12999993562698,4344.5,17378,3.9,2.89440316327061,3.23959759942866,3.38407948219468,3.34341895601434,2.85481539082708
1717,6,5,1,0,1,0,3,0,0,13,13798.078631388,657.938672592652,662.352578804266,2328.04439397362,7164.07309341312,490.472018267902,2,3.3,69,1,2,0,1,0,0,1,18.1033479565651,2519.33334501965,60,2,0,1,0,0,0,15.5503958770294,2151.72432946877,1423.94230769231,237.323717948718,431.497668997669,1894.5,100.15,202.5,1994.65,315.75,574.090909090909,332.441666666667,604.439393939394,0.583471154343781,3418.59230769231,10,0,0,0,9900,NA,NA,NA,NA,NA,0,0,0,1,0,0,960000,56,8800,4000,12,0,1,0,1,0,2,0,1,900,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,4.74999994039536,4344.5,26067,5.18,3.62919658200746,4.31607909091474,4.24186226269771,4.44431358713951,3.72501174777133
1718,3,1,2,0,1,1,0,0,0,9,3100.2462169826,155.367016010897,85.2390943587303,512.744929737668,1863.91114824786,35.6430534117024,2,1.6,40,2,2,0,1,0,0,0,22.506711431763,1188.64488870804,NA,NA,NA,NA,NA,NA,NA,NA,NA,1197.48076923077,399.160256410256,748.425480769231,300,512.466666666667,362,812.466666666667,100,187.5,270.822222222222,507.791666666667,0.404222842924199,2009.94743589744,9,0,0,0,50,NA,NA,NA,NA,NA,0,0,0,1,0,0,800000,NA,2600,4000,12,0,1,0,1,26000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,2.05000001192093,4344.5,13033.5,2.43,1.71831141224985,1.77791960976287,1.71853079720449,1.74951940700049,1.76925500376451
1719,2,2,0,0,0,0,0,0,0,0,1078.97712630481,48.0979525659134,28.0158586845354,182.867638672891,613.266668426107,14.1832082617047,2,1.5,85,1,2,0,1,0,0,1,24.229262020938,NA,65,2,0,0,1,0,1,14.2753788756473,1078.97712630481,430.25,215.125,286.833333333333,148.799999952316,183.5,0,332.299999952316,74.3999999761581,99.1999999682109,166.149999976158,221.533333301544,0.435774703262862,762.549999952316,6,0,0,0,375,NA,NA,NA,NA,NA,0,0,0,0,0,0,1269000,178,12400,6000,11,0,1,0,NA,NA,NA,NA,2,1800,400,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,1.29000002145767,4344.5,8689,0.51,0.643720810503094,0.804875953987641,0.804875953987641,0.805739250722756,0.623891640395029
1720,3,2,1,0,1,0,0,0,0,18,6769.86068551053,295.750016969972,238.787622030312,1140.69675093165,3355.15290531005,129.396421504521,2,1.8,35,1,2,0,0,1,0,0,21.3616422760263,2365.63325110438,26,2,0,1,0,0,1,24.1094081105936,2330.27739236211,1308.21153846154,436.070512820513,726.784188034188,1052,494.8,20,1546.8,350.666666666667,584.444444444444,515.6,859.333333333333,0.541784150138151,2855.01153846154,9,0,0,0,3045,NA,NA,NA,NA,NA,1,1,22000,1,1,20000,303000,108,1000,1347,11,30000,1,0,NA,NA,NA,NA,1,0,1760,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35515501,2.42999994754791,4344.5,13033.5,2.87,2.26981248260556,2.45151060541205,2.54616651747719,2.51105339019176,2.13418223721057
1721,4,2,2,0,0,2,0,1,0,15,11460.5507930285,575.847323250557,577.968443784689,1807.53900222952,6570.63441029593,386.57309953347,2,2.1,37,1,2,0,1,0,1,1,21.0300881292895,4482.36666078366,30,2,0,1,0,0,0,23.9766312930022,3431.95343684385,787.019230769231,196.754807692308,374.771062271062,790,705,31,1495,197.5,376.190476190476,373.75,711.904761904762,0.655121560696077,2282.01923076923,12,0,0,0,4150,NA,NA,NA,NA,NA,1,1,2500,1,1,20000,3227000,418,84670,4000,12,12000,1,0,NA,NA,1,0,1,1200,0,0,1,1,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35587802,2.9899999499321,4344.5,17378,3.97,2.53331432801299,2.98316859031208,2.90823606388417,2.93218056032417,2.53128971016495
1722,4,2,2,0,1,1,0,0,0,11,5317.03495439371,325.702077608599,255.042185294855,772.075511455314,4250.00379663695,158.453493119017,2,2.1,39,1,2,0,1,0,0,0,20.988022791896,1610.74166114071,29,2,0,1,0,0,0,31.7201008873945,1681.61867305658,1423.13461538462,355.783653846154,677.68315018315,773,479.816666666667,0,1252.81666666667,193.25,368.095238095238,313.204166666667,596.579365079365,0.468176186565813,2675.95128205128,8,0,0,0,5200,NA,NA,NA,NA,NA,0,0,0,1,1,230000,7540000,130,21500,4000,11,0,1,0,1,80000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,30,35587802,2.89999997615814,4344.5,17378,3.59,2.41369808371198,2.38322486553507,2.31607952372898,2.3955895943115,2.37596117131035
